HymnNumber,Text,CleanedText
12,"Previous Hymn Next Hymn Favorite Create Immortal, Invisible, God Only Wise Added to Favorites Lyrics 1 Immortal, invisible, God only wise, in light inaccessible hid from our eyes, most blessed, most glorious, the Ancient of Days, almighty, victorious, thy great name we praise. 2 Unresting, unhasting, and silent as light, nor wanting, nor wasting, thou rulest in might: thy justice, like mountains high soaring above; thy clouds, which are fountains of goodness and love. 3 To all, life thou givest, to both great and small. In all life thou livest, the true life of all. We blossom and flourish like leaves on the tree, then wither and perish; but naught changeth thee. 4 Thou reignest in glory; thou dwellest in light. Thine angels adore thee, all veiling their sight. All praise we would render; O help us to see 'tis only the splendor of light hideth thee! Informational Notes The opening line of this hymn was inspired by the three divine attributes listed in 1 Timothy 1:17 (King James Version), and it continues by considering how God’s life exceeds our own finite existence. The text is well set to a Welsh melody shaped by many three-note units.","1 Immortal, invisible, God only wise, in light inaccessible hid from our eyes, most blessed, most glorious, the Ancient of Days, almighty, victorious, thy great name we praise. 2 Unresting, unhasting, and silent as light, nor wanting, nor wasting, thou rulest in might: thy justice, like mountains high soaring above; thy clouds, which are fountains of goodness and love. 3 To all, life thou givest, to both great and small. In all life thou livest, the true life of all. We blossom and flourish like leaves on the tree, then wither and perish; but naught changeth thee. 4 Thou reignest in glory; thou dwellest in light. Thine angels adore thee, all veiling their sight. All praise we would render; O help us to see 'tis only the splendor of light hideth thee!"
13,"Previous Hymn Next Hymn Favorite Create The Mighty God, with Power Speaks Added to Favorites Lyrics 1 The Mighty God with power speaks, and all the world obeys; from dawn until the setting sun, God’s wonder earth displays. The perfect beauty all around from Zion's height shines forth; and stars across the firmament so brightly beam their worth. 2 God comes not with a silent form, but riding on the winds; before God’s face, the raging storm its blast of thunder sends. All hail the Judge, in bold array, whose promise is to bless; who sees our sins, yet also feels our thirst for righteousness. 3 The heavens declare your justice, Lord, as endless as the sky; against the taunts of disbelief, our God will testify. Receive my heartfelt gift of thanks, as honor to your might; refresh my faith with each new day; protect me through the night. Informational Notes This paraphrase, set to a familiar English folk melody, focuses on the opening narrative section of Psalm 50 without attempting to summarize God’s speeches in the latter portion of the psalm. Both parts bear witness to God’s sovereignty, God’s justice, and God’s providence.","1 The Mighty God with power speaks, and all the world obeys; from dawn until the setting sun, God’s wonder earth displays. The perfect beauty all around from Zion's height shines forth; and stars across the firmament so brightly beam their worth. 2 God comes not with a silent form, but riding on the winds; before God’s face, the raging storm its blast of thunder sends. All hail the Judge, in bold array, whose promise is to bless; who sees our sins, yet also feels our thirst for righteousness. 3 The heavens declare your justice, Lord, as endless as the sky; against the taunts of disbelief, our God will testify. Receive my heartfelt gift of thanks, as honor to your might; refresh my faith with each new day; protect me through the night."
14,"Previous Hymn Next Hymn Favorite Create For the Beauty of the Earth Added to Favorites Lyrics 1 For the beauty of the earth, for the glory of the skies, for the love which from our birth over and around us lies: Refrain: Lord of all, to thee we raise this our hymn of grateful praise. 2 For the wonder of each hour of the day and of the night, hill and vale, and tree and flower, sun and moon, and stars of light:	(Refrain) 3 For the joy of ear and eye, for the heart and mind’s delight, for the mystic harmony linking sense to sound and sight: 	(Refrain) 4 For the joy of human love, brother, sister, parent, child, friends on earth, and friends above, for all gentle thoughts and mild: 	(Refrain) 5 For thyself, best gift divine to the world so freely given; for that great, great love of thine, peace on earth and joy in heaven: 	(Refrain) Informational Notes In the course of many revisions, the original eucharistic emphasis of this text has shifted to a hymn of thanksgiving for a wide range of human experience, with a Christological summation.  It is set here to the tune that is customary in North America, though not elsewhere.","1 For the beauty of the earth, for the glory of the skies, for the love which from our birth over and around us lies: Refrain: Lord of all, to thee we raise this our hymn of grateful praise. 2 For the wonder of each hour of the day and of the night, hill and vale, and tree and flower, sun and moon, and stars of light:	(Refrain) 3 For the joy of ear and eye, for the heart and mind’s delight, for the mystic harmony linking sense to sound and sight: 	(Refrain) 4 For the joy of human love, brother, sister, parent, child, friends on earth, and friends above, for all gentle thoughts and mild: 	(Refrain) 5 For thyself, best gift divine to the world so freely given; for that great, great love of thine, peace on earth and joy in heaven: 	(Refrain)"
15,"Previous Hymn Next Hymn Favorite Create All Creatures of Our God and King Added to Favorites ‹ › Lyrics 1 All creatures of our God and King, lift up your voice and with us sing, Alleluia! Alleluia! O brother sun with golden beam, O sister moon with silver gleam, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 2 O brother wind with clouds and rain, you nurture gifts of fruit and grain. Alleluia! Alleluia! O sister water, flowing clear, make music for your Lord to hear. Sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 3 O brother fire, so warm and bright, chase off the shadows of the night. Alleluia! Alleluia! Dear mother earth, who day by day unfolds such blessings on our way, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 4  All who for love of God forgive, all who in pain or sorrow grieve, Alleluia! Alleluia! Christ bears your burdens and your fears; so, even in the midst of tears, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 5 And you, most gentle sister death, waiting to hush our final breath: Alleluia! Alleluia! Since Christ our light has pierced your gloom, fair is the night that leads us home. Sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 6 O sisters, brothers, take your part, and worship God with humble heart. Alleluia! Alleluia! All creatures, bless the Father, Son, and Holy Spirit, Three in One! Sing praises! Alleluia! Alleluia! Alleluia! Alleluia! Informational Notes Sometimes called “The Canticle of the Sun,” this cosmic roll call allows human beings to give voice to all creation. One of the earliest religious poems in the Italian language, it is made even more expansive by this broad, repetitive melody with interspersed “Alleluias.”","1 All creatures of our God and King, lift up your voice and with us sing, Alleluia! Alleluia! O brother sun with golden beam, O sister moon with silver gleam, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 2 O brother wind with clouds and rain, you nurture gifts of fruit and grain. Alleluia! Alleluia! O sister water, flowing clear, make music for your Lord to hear. Sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 3 O brother fire, so warm and bright, chase off the shadows of the night. Alleluia! Alleluia! Dear mother earth, who day by day unfolds such blessings on our way, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 4  All who for love of God forgive, all who in pain or sorrow grieve, Alleluia! Alleluia! Christ bears your burdens and your fears; so, even in the midst of tears, sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 5 And you, most gentle sister death, waiting to hush our final breath: Alleluia! Alleluia! Since Christ our light has pierced your gloom, fair is the night that leads us home. Sing praises! Alleluia! Alleluia! Alleluia! Alleluia! 6 O sisters, brothers, take your part, and worship God with humble heart. Alleluia! Alleluia! All creatures, bless the Father, Son, and Holy Spirit, Three in One! Sing praises! Alleluia! Alleluia! Alleluia! Alleluia!"
16,"Previous Hymn Next Hymn Favorite Create O That I Had a Thousand Voices Added to Favorites Lyrics 1 O that I had a thousand voices to praise my God with thousand tongues! My heart, which in the Lord rejoices, would then proclaim in grateful songs to all, wherever I might be, what great things God has done for me! 2 Let every power in me implanted, arise, keep silence now no more; put forth the strength that God has granted! Your noblest work is to adore! O soul and body, join to raise with heartfelt joy our Maker's praise! 3 You forest leaves so green and tender that dance for joy in summer air; you meadow grasses, bright and slender; you flowers so fragrant and so fair: you live to show God's praise alone. Join me to make God's glory known! 4 All creatures that have breath and motion, that throng the earth, the sea, the sky, come, share with me my heart's devotion; help me to sing God's praises high! My utmost powers can never quite declare the wonders of God's might! Informational Notes The German original of this hymn contained too many stanzas to sustain a unified theme. The four selected here place humankind in the midst of creation and form an effective song of praise to the Creator. As the tune name suggests, the music was later composed for these words.","1 O that I had a thousand voices to praise my God with thousand tongues! My heart, which in the Lord rejoices, would then proclaim in grateful songs to all, wherever I might be, what great things God has done for me! 2 Let every power in me implanted, arise, keep silence now no more; put forth the strength that God has granted! Your noblest work is to adore! O soul and body, join to raise with heartfelt joy our Maker's praise! 3 You forest leaves so green and tender that dance for joy in summer air; you meadow grasses, bright and slender; you flowers so fragrant and so fair: you live to show God's praise alone. Join me to make God's glory known! 4 All creatures that have breath and motion, that throng the earth, the sea, the sky, come, share with me my heart's devotion; help me to sing God's praises high! My utmost powers can never quite declare the wonders of God's might!"
17,"Previous Hymn Next Hymn Favorite Create Sing Praise to God, You Heavens! Added to Favorites Lyrics 1 Sing praise to God, you heavens! Sing praise, each shining light! Sing, planets in your orbits; sing, stars all burning bright! Sing praise, you winds and tempests, you driving rain and snow! Sing, clouds that race and billow and shadow earth below! 2 Sing praise, O earth, sing praises! Sing praises, hill and plain, you mountains thrusting skyward, you valleys ripe with grain! Sing praise, each fragrant flower; your fairest hues display. Sing praise, you trees of autumn in glowing, glad array! Sing praises, all you creatures in whom God takes delight: you whales that roam the oceans, you eagles in your flight! Sing praise, you sheep on hillsides, you cattle in the stall! Though wordless, sing your praises to God who made you all! 3 Sing praises now, God’s people; your gift of speech employ to praise the Lord, your Maker, with thankfulness and joy! Sing with the whole creation; a cosmic chorus raise: “To God alone be glory and everlasting praise!” Informational Notes This paraphrase of Psalm 148 reflects the spirit of praise linking Psalms 146–150. Of the two great themes found in these final five psalms—creation and deliverance—this psalm focuses on the former. The opening praise “from the heavens” is matched by praise “from the earth.”","1 Sing praise to God, you heavens! Sing praise, each shining light! Sing, planets in your orbits; sing, stars all burning bright! Sing praise, you winds and tempests, you driving rain and snow! Sing, clouds that race and billow and shadow earth below! 2 Sing praise, O earth, sing praises! Sing praises, hill and plain, you mountains thrusting skyward, you valleys ripe with grain! Sing praise, each fragrant flower; your fairest hues display. Sing praise, you trees of autumn in glowing, glad array! Sing praises, all you creatures in whom God takes delight: you whales that roam the oceans, you eagles in your flight! Sing praise, you sheep on hillsides, you cattle in the stall! Though wordless, sing your praises to God who made you all! 3 Sing praises now, God’s people; your gift of speech employ to praise the Lord, your Maker, with thankfulness and joy! Sing with the whole creation; a cosmic chorus raise: “To God alone be glory and everlasting praise!”"
18,"Previous Hymn Next Hymn Favorite Create Hallelujah! Sing Praise to Your Creator Added to Favorites ‹ › Lyrics 1 Hallelujah! Sing praise to your Creator, sun, moon, and stars and angels above. Praise the Lord, whose word established the heavens, who upholds all the earth in power and love. God reigns on high, let the heavens rejoice! (O) God reigns on high, let the heavens rejoice! 2 Praise the Lord, all mountains and oceans, rolling thunder and wind and storm clouds on high. Praise the Lord, your Maker, all living creatures, all the beasts in the fields and birds in the sky. Both young and old, come and join in the song! (O) Both young and old, come and join in the song! 3 Give to God all glory and honor. From the depths to the heights let praises resound to the Lord, the source of strength and salvation for all people on whom God’s favor is found. Praise God, you saints who are claimed as God’s own! (O) Praise God, you saints who are claimed as God’s own! Informational Notes This recent paraphrase of Psalm 148 expands our awareness of the breadth of God’s creation by being set to a traditional Indonesian melody that has become the basis for one of the most widely known worship songs from Asia. It needs to be sung joyfully and at a lively tempo.","1 Hallelujah! Sing praise to your Creator, sun, moon, and stars and angels above. Praise the Lord, whose word established the heavens, who upholds all the earth in power and love. God reigns on high, let the heavens rejoice! (O) God reigns on high, let the heavens rejoice! 2 Praise the Lord, all mountains and oceans, rolling thunder and wind and storm clouds on high. Praise the Lord, your Maker, all living creatures, all the beasts in the fields and birds in the sky. Both young and old, come and join in the song! (O) Both young and old, come and join in the song! 3 Give to God all glory and honor. From the depths to the heights let praises resound to the Lord, the source of strength and salvation for all people on whom God’s favor is found. Praise God, you saints who are claimed as God’s own! (O) Praise God, you saints who are claimed as God’s own!"
19,"Previous Hymn Next Hymn Favorite Create God of Great and God of Small Added to Favorites Lyrics 1 God of great and God of small, God of one and God of all, God of weak and God of strong, God to whom all things belong, alleluia, alleluia, praise be to your name. 2 God of land and sky and sea, God of life and destiny, God of never-ending power, yet beside me every hour, alleluia, alleluia, praise be to your name. 3 God of silence, God of sound, God by whom the lost are found, God of day and darkest night, God whose love turns wrong to right, alleluia, alleluia, praise be to your name. 4 God of heaven and God of earth, God of death and God of birth, God of now and days before, God who reigns forevermore, alleluia, alleluia, praise be to your name. Informational Notes Although it uses remarkably simple language, this text affirms a great mystery: beyond all our powers of explanation, God holds together all the opposites that seem to pull us in one direction or another. Yet God is present to them all and also to us; for that we give praise.","1 God of great and God of small, God of one and God of all, God of weak and God of strong, God to whom all things belong, alleluia, alleluia, praise be to your name. 2 God of land and sky and sea, God of life and destiny, God of never-ending power, yet beside me every hour, alleluia, alleluia, praise be to your name. 3 God of silence, God of sound, God by whom the lost are found, God of day and darkest night, God whose love turns wrong to right, alleluia, alleluia, praise be to your name. 4 God of heaven and God of earth, God of death and God of birth, God of now and days before, God who reigns forevermore, alleluia, alleluia, praise be to your name."
20,"Previous Hymn Next Hymn Favorite Create All Things Bright and Beautiful Added to Favorites Lyrics Refrain: All things bright and beautiful, all creatures great and small, all things wise and wonderful, the Lord God made them all. 1 Each little flower that opens, each little bird that sings, God made their glowing colors; God made their tiny wings. (Refrain) 2 The purple-headed mountain, the river running by, the sunset, and the morning that brightens up the sky: (Refrain) 3 The cold wind in the winter, the pleasant summer sun, the ripe fruits in the garden, God made them every one. (Refrain) 4 God gave us eyes to see them, and lips that we might tell how great is God Almighty, who has made all things well. (Refrain) Informational Notes One of a series of hymns the author wrote for children on the Apostles’ Creed, this text (originally in seven stanzas) expands “Maker of heaven and earth.”  The first stanza became the refrain when the text was later set to a popular tune from the age of King Charles II.","Refrain: All things bright and beautiful, all creatures great and small, all things wise and wonderful, the Lord God made them all. 1 Each little flower that opens, each little bird that sings, God made their glowing colors; God made their tiny wings. (Refrain) 2 The purple-headed mountain, the river running by, the sunset, and the morning that brightens up the sky: (Refrain) 3 The cold wind in the winter, the pleasant summer sun, the ripe fruits in the garden, God made them every one. (Refrain) 4 God gave us eyes to see them, and lips that we might tell how great is God Almighty, who has made all things well. (Refrain)"
21,"Previous Hymn Next Hymn Favorite Create Many and Great, O God, Are Thy Works Added to Favorites Lyrics 1 Many and great, O God, are thy works, Maker of earth and sky. Thy hands have set the heavens with stars; thy fingers spread the mountains and plains. Lo, at thy word the waters were formed. Deep seas obey thy voice. 2 Grant unto us communion with thee, thou star-abiding One. Come unto us and dwell with us. With thee are found the gifts of life. Bless us with life that has no end, eternal life with thee. Informational Notes First came the evocative Dakota chant, bearing a French name (“the lake that speaks”) for the site of a Native American mission in western Minnesota. That was where the original seven-stanza text based on Jeremiah 10:12–13 was written in the Dakota language to fit the tune.","1 Many and great, O God, are thy works, Maker of earth and sky. Thy hands have set the heavens with stars; thy fingers spread the mountains and plains. Lo, at thy word the waters were formed. Deep seas obey thy voice. 2 Grant unto us communion with thee, thou star-abiding One. Come unto us and dwell with us. With thee are found the gifts of life. Bless us with life that has no end, eternal life with thee."
22,"Previous Hymn Next Hymn Favorite Create God of the Sparrow Added to Favorites Lyrics 1 God of the sparrow God of the whale God of the swirling stars How does the creature say Awe How does the creature say Praise 2 God of the earthquake God of the storm God of the trumpet blast How does the creature cry Woe How does the creature cry Save 3 God of the rainbow God of the cross God of the empty grave How does the creature say Grace How does the creature say Thanks 4 God of the hungry God of the sick God of the prodigal How does the creature say Care How does the creature say Life 5 God of the neighbor God of the foe God of the pruning hook How does the creature say Love How does the creature say Peace 6 God of the ages God near at hand God of the loving heart How do your children say Joy How do your children say Home Informational Notes Though a lack of punctuation makes this text appear freeform and the flowing tune enhances a sense of movement, each stanza here is firmly anchored by a final weighty word (praise, save, thanks, life, peace, home), a sign of God’s eternal presence in an ever-changing world.",1 God of the sparrow God of the whale God of the swirling stars How does the creature say Awe How does the creature say Praise 2 God of the earthquake God of the storm God of the trumpet blast How does the creature cry Woe How does the creature cry Save 3 God of the rainbow God of the cross God of the empty grave How does the creature say Grace How does the creature say Thanks 4 God of the hungry God of the sick God of the prodigal How does the creature say Care How does the creature say Life 5 God of the neighbor God of the foe God of the pruning hook How does the creature say Love How does the creature say Peace 6 God of the ages God near at hand God of the loving heart How do your children say Joy How do your children say Home
23,"Previous Hymn Next Hymn Favorite Create God, You Spin the Whirling Planets Added to Favorites Lyrics 1 God, you spin the whirling planets, fill the seas and spread the plain, mold the mountains, fashion blossoms, call forth sunshine, wind, and rain. We, created in your image, would a true reflection be of your justice, grace, and mercy and the truth that makes us free. 2 You have called us to be faithful in our life and ministry. We respond in grateful worship joined in one community. When we blur your gracious image, focus us and make us whole. Healed and strengthened as your people, we move onward toward your goal. 3 God, your word is still creating, calling us to life made new. Now reveal to us fresh vistas where there's work to dare and do. Keep us clear of all distortion. Polish us with loving care. Thus, new creatures in your image, we'll proclaim Christ everywhere. Informational Notes 23	God, You Spin the Whirling Planets

This text was written for the 1979 National Meeting of United Presbyterian Women, whose theme, “In the Image of God, ” is variously considered here as reflection, focus, distortion, and polishing for clarity. The words are well set to an anonymous 19th-century American tune.","1 God, you spin the whirling planets, fill the seas and spread the plain, mold the mountains, fashion blossoms, call forth sunshine, wind, and rain. We, created in your image, would a true reflection be of your justice, grace, and mercy and the truth that makes us free. 2 You have called us to be faithful in our life and ministry. We respond in grateful worship joined in one community. When we blur your gracious image, focus us and make us whole. Healed and strengthened as your people, we move onward toward your goal. 3 God, your word is still creating, calling us to life made new. Now reveal to us fresh vistas where there's work to dare and do. Keep us clear of all distortion. Polish us with loving care. Thus, new creatures in your image, we'll proclaim Christ everywhere."
24,"Previous Hymn Next Hymn Favorite Create God, Who Stretched the Spangled Heavens Added to Favorites ‹ › Lyrics 1 God, who stretched the spangled heavens infinite in time and place, flung the suns in burning radiance through the silent fields of space, we, your children in your likeness, share inventive powers with you. Great Creator, still creating, show us what we yet may do. 2 Proudly rise our modern cities, stately buildings row on row. Yet their windows, blank, unfeeling, stare on canyoned streets below, where the lonely drift unnoticed in the city’s ebb and flow, lost to purpose and to meaning, scarcely caring where they go. 3 We have ventured worlds undreamed of since the childhood of our race; known the ecstasy of winging though untraveled realms of space; probed the secrets of the atom, yielding unimagined power, facing us with life’s destruction or our most triumphant hour. 4 As each far horizon beckons, may it challenge us anew, children of creative purpose, serving others, honoring you. May our dreams prove rich with promise, each endeavor well begun. Great Creator, give us guidance till our goals and yours are one. Informational Notes 24	God, Who Stretched the Spangled Heavens

The crux of this text comes in the second stanza: if we dare to claim God-given abilities, we need also to show God-like compassion for the human needs that confront us daily. The earthy shape note tune provides a further reminder that we must not lose our heads in the clouds.","1 God, who stretched the spangled heavens infinite in time and place, flung the suns in burning radiance through the silent fields of space, we, your children in your likeness, share inventive powers with you. Great Creator, still creating, show us what we yet may do. 2 Proudly rise our modern cities, stately buildings row on row. Yet their windows, blank, unfeeling, stare on canyoned streets below, where the lonely drift unnoticed in the city’s ebb and flow, lost to purpose and to meaning, scarcely caring where they go. 3 We have ventured worlds undreamed of since the childhood of our race; known the ecstasy of winging though untraveled realms of space; probed the secrets of the atom, yielding unimagined power, facing us with life’s destruction or our most triumphant hour. 4 As each far horizon beckons, may it challenge us anew, children of creative purpose, serving others, honoring you. May our dreams prove rich with promise, each endeavor well begun. Great Creator, give us guidance till our goals and yours are one."
